instrument_id,trade_date,open_price,close_price,high_price,low_price,settle_price,volume,amount,pre_close_price,return_rate,data_source
AU9999.SGE,2019-12-26,290.47,283.14,291.76,281.78,283.47,11207.08,3832937633.14,102.59,0.02,WIND
RB2003.SHF,2019-12-26,4303.88,4293.66,4331.99,4293.66,4315.38,74.09,250.31,4314.8,-0.0,WIND
RB2004.SHF,2019-12-26,3058.3,3063.69,3072.68,3053.8,3060.99,17.98,61.23,3024.67,0.01,WIND
RB2005.SHF,2019-12-26,2582.7,2583.47,2609.54,2567.36,2591.14,110203.36,372456.48,2563.98,0.01,WIND
RB2007.SHF,2019-12-26,2877.82,2885.57,2909.69,2861.45,2893.33,151.6,509.26,2857.57,0.01,WIND
RB2001.SHF,2019-12-26,3114.25,3114.25,3154.85,3089.88,3125.08,1092422.67,3783178.25,3153.99,-0.01,WIND
RB2002.SHF,2019-12-26,4736.29,4775.97,4818.49,4736.29,4790.14,303.28,1025.3,4959.47,-0.04,WIND
RB2009.SHF,2019-12-26,3132.6,3141.04,3172.92,3123.22,3156.98,142.52,479.93,3164.14,-0.01,WIND
000905.SH,2019-12-27,2775.65,2758.18,2786.46,2754.23,0.0,41897533.54,40890403.95,2660.03,0.04,WIND
600030.SH,2019-12-27,20.97,20.68,21.1,20.68,0.0,777594.0,1663873.79,21.63,-0.04,WIND
AU9999.SGE,2019-12-27,299.01,291.47,300.34,290.06,291.81,11536.56,3945625999.56,73.98,0.03,WIND
RB2003.SHF,2019-12-27,4148.51,4138.66,4175.6,4138.66,4159.59,71.42,241.27,4293.66,-0.04,WIND
RB2004.SHF,2019-12-27,3119.77,3125.27,3134.44,3115.18,3122.52,18.34,62.46,3063.69,0.02,WIND
RB2005.SHF,2019-12-27,2649.85,2650.64,2677.39,2634.11,2658.5,113068.65,382140.35,2583.47,0.03,WIND
RB2007.SHF,2019-12-27,3004.16,3012.25,3037.43,2987.07,3020.34,158.26,531.62,2885.57,0.04,WIND
RB2001.SHF,2019-12-27,3053.21,3053.21,3093.02,3029.32,3063.82,1071011.19,3709027.95,3114.25,-0.02,WIND
RB2002.SHF,2019-12-27,4805.91,4846.18,4889.32,4805.91,4860.56,307.74,1040.37,4775.97,0.01,WIND
RB2009.SHF,2019-12-27,3103.47,3111.83,3143.41,3094.18,3127.62,141.19,475.47,3141.04,-0.01,WIND
000905.SH,2019-12-30,2678.5,2661.65,2688.94,2657.83,0.0,40431119.86,39459239.82,2758.18,-0.04,WIND
600030.SH,2019-12-30,20.38,20.09,20.5,20.09,0.0,755588.09,1616786.16,20.68,-0.03,WIND
AU9999.SGE,2019-12-30,302.45,294.82,303.79,293.4,295.16,11669.24,3991000698.55,137.13,0.01,WIND
RB2003.SHF,2019-12-30,4164.69,4154.8,4191.89,4154.8,4175.82,71.7,242.21,4138.66,0.0,WIND
RB2004.SHF,2019-12-30,3032.1,3037.45,3046.36,3027.64,3034.78,17.83,60.7,3125.27,-0.03,WIND
RB2005.SHF,2019-12-30,2657.27,2658.06,2684.88,2641.49,2665.95,113385.24,383210.35,2650.64,0.0,WIND
RB2007.SHF,2019-12-30,2917.04,2924.89,2949.34,2900.45,2932.75,153.67,516.2,3012.25,-0.03,WIND
RB2001.SHF,2019-12-30,3198.23,3198.23,3239.94,3173.21,3209.36,1121884.22,3885206.78,3053.21,0.05,WIND
RB2002.SHF,2019-12-30,4876.08,4916.93,4960.7,4876.08,4931.52,312.23,1055.56,4846.18,0.01,WIND
RB2009.SHF,2019-12-30,3106.57,3114.94,3146.55,3097.27,3130.75,141.33,475.94,3111.83,0.0,WIND
000905.SH,2019-12-31,2668.59,2651.8,2678.99,2648.0,0.0,40281524.72,39313240.63,2661.65,-0.0,WIND
600030.SH,2019-12-31,20.61,20.32,20.73,20.32,0.0,764126.24,1635055.84,20.09,0.01,WIND
AU9999.SGE,2019-12-31,288.51,281.23,289.79,279.87,281.56,11131.28,3807015566.35,-77.9,-0.05,WIND
RB2001.SHF,2019-12-31,3284.59,3284.59,3327.42,3258.89,3296.01,1152175.09,3990107.36,3198.23,0.03,WIND
RB2002.SHF,2019-12-31,4931.66,4972.98,5017.25,4931.66,4987.74,315.79,1067.6,4916.93,0.01,WIND
RB2003.SHF,2019-12-31,4206.75,4196.76,4234.22,4196.76,4217.99,72.42,244.66,4154.8,0.01,WIND
RB2004.SHF,2019-12-31,2990.26,2995.53,3004.32,2985.86,2992.9,17.58,59.86,3037.45,-0.01,WIND
RB2005.SHF,2019-12-31,2771.8,2772.62,2800.6,2755.34,2780.85,118272.14,399726.71,2658.06,0.04,WIND
RB2007.SHF,2019-12-31,2840.03,2847.68,2871.48,2823.88,2855.33,149.61,502.57,2924.89,-0.03,WIND
RB2009.SHF,2019-12-31,3067.74,3076.0,3107.22,3058.56,3091.61,139.57,469.99,3114.94,-0.01,WIND
000905.SH,2020-01-01,2618.42,2601.94,2628.62,2598.22,0.0,39524232.06,38574151.71,2651.8,-0.02,WIND
600030.SH,2020-01-01,19.92,19.65,20.04,19.65,0.0,738833.66,1580935.5,20.32,-0.03,WIND
AU9999.SGE,2020-01-01,298.08,290.57,299.41,289.16,290.91,11500.84,3933408483.15,67.26,0.03,WIND
RB2001.SHF,2020-01-01,3274.73,3274.73,3317.43,3249.11,3286.12,1148718.57,3978137.04,3284.59,-0.0,WIND
RB2002.SHF,2020-01-01,4858.18,4898.89,4942.5,4858.18,4913.42,311.09,1051.69,4972.98,-0.01,WIND
RB2003.SHF,2020-01-01,4354.83,4344.49,4383.27,4344.49,4366.46,74.97,253.27,4196.76,0.04,WIND
RB2004.SHF,2020-01-01,3052.16,3057.54,3066.51,3047.67,3054.85,17.94,61.1,2995.53,0.02,WIND
RB2005.SHF,2020-01-01,2886.0,2886.85,2915.99,2868.86,2895.42,123144.96,416195.45,2772.62,0.04,WIND
RB2007.SHF,2020-01-01,2913.58,2921.43,2945.85,2897.01,2929.28,153.48,515.59,2847.68,0.03,WIND
RB2009.SHF,2020-01-01,3186.15,3194.74,3227.16,3176.62,3210.95,144.96,488.14,3076.0,0.04,WIND
000905.SH,2020-01-02,2555.32,2539.24,2565.27,2535.6,0.0,38571698.06,37644514.65,2601.94,-0.02,WIND
600030.SH,2020-01-02,20.27,19.98,20.39,19.98,0.0,751541.6,1608127.59,19.65,0.02,WIND
AU9999.SGE,2020-01-02,292.78,285.39,294.08,284.02,285.73,11296.13,3863393812.15,-365.89,-0.02,WIND
RB2001.SHF,2020-01-02,3315.67,3315.67,3358.9,3289.73,3327.2,1163077.55,4027863.76,3274.73,0.01,WIND
RB2002.SHF,2020-01-02,4739.64,4779.35,4821.9,4739.64,4793.53,303.5,1026.03,4898.89,-0.02,WIND
RB2003.SHF,2020-01-02,4300.83,4290.62,4328.92,4290.62,4312.32,74.04,250.13,4344.49,-0.01,WIND
RB2004.SHF,2020-01-02,2996.0,3001.28,3010.09,2991.59,2998.64,17.61,59.98,3057.54,-0.02,WIND
RB2005.SHF,2020-01-02,2898.41,2899.27,2928.53,2881.19,2907.87,123674.48,417985.09,2886.85,0.0,WIND
RB2007.SHF,2020-01-02,2966.03,2974.02,2998.88,2949.16,2982.01,156.25,524.87,2921.43,0.02,WIND
RB2009.SHF,2020-01-02,3270.91,3279.72,3313.0,3261.12,3296.36,148.81,501.12,3194.74,0.03,WIND
000905.SH,2020-01-03,2664.17,2647.41,2674.55,2643.62,0.0,40214852.4,39248170.97,2539.24,0.04,WIND
600030.SH,2020-01-03,19.96,19.68,20.08,19.68,0.0,740193.32,1583844.86,19.98,-0.02,WIND
AU9999.SGE,2020-01-03,281.33,274.23,282.58,272.91,274.56,10854.45,3712335114.1,-94.24,-0.04,WIND
RB2003.SHF,2020-01-03,4501.68,4490.99,4531.08,4490.99,4513.71,77.5,261.81,4290.62,0.05,WIND
RB2004.SHF,2020-01-03,2984.01,2989.28,2998.05,2979.63,2986.64,17.54,59.74,3001.28,-0.0,WIND
RB2005.SHF,2020-01-03,2963.04,2963.92,2993.83,2945.44,2972.72,126432.42,427306.16,2899.27,0.02,WIND
RB2007.SHF,2020-01-03,3035.43,3043.61,3069.05,3018.17,3051.79,159.9,537.15,2974.02,0.02,WIND
RB2001.SHF,2020-01-03,3389.27,3389.27,3433.47,3362.76,3401.06,1188897.87,4117282.33,3315.67,0.02,WIND
RB2002.SHF,2020-01-03,4531.1,4569.06,4609.74,4531.1,4582.62,290.14,980.88,4779.35,-0.04,WIND
RB2009.SHF,2020-01-03,3367.72,3376.8,3411.07,3357.64,3393.93,153.22,515.95,3279.72,0.03,WIND
000905.SH,2020-01-06,2730.25,2713.06,2740.88,2709.18,0.0,41212180.74,40221525.61,2647.41,0.02,WIND
600030.SH,2020-01-06,19.29,19.02,19.41,19.02,0.0,715322.82,1530627.67,19.68,-0.03,WIND
AU9999.SGE,2020-01-06,275.28,268.34,276.51,267.04,268.65,10621.08,3632519909.14,-233.34,-0.02,WIND
RB2005.SHF,2020-01-06,3105.56,3106.48,3137.83,3087.12,3115.71,132513.82,447859.59,2963.92,0.05,WIND
RB2007.SHF,2020-01-06,2919.78,2927.65,2952.12,2903.18,2935.51,153.81,516.69,3043.61,-0.04,WIND
RB2003.SHF,2020-01-06,4365.28,4354.91,4393.78,4354.91,4376.94,75.15,253.88,4490.99,-0.03,WIND
RB2004.SHF,2020-01-06,3012.66,3017.97,3026.83,3008.23,3015.32,17.71,60.31,2989.28,0.01,WIND
RB2001.SHF,2020-01-06,3279.8,3279.8,3322.57,3254.14,3291.21,1150496.47,3984294.11,3389.27,-0.03,WIND
RB2002.SHF,2020-01-06,4584.11,4622.52,4663.67,4584.11,4636.24,293.54,992.36,4569.06,0.01,WIND
RB2009.SHF,2020-01-06,3434.41,3443.66,3478.61,3424.13,3461.13,156.25,526.17,3376.8,0.02,WIND
000905.SH,2020-01-07,2625.4,2608.88,2635.63,2605.15,0.0,39629633.0,38677019.03,2713.06,-0.04,WIND
600030.SH,2020-01-07,18.7,18.43,18.81,18.43,0.0,693290.88,1483484.34,19.02,-0.03,WIND
AU9999.SGE,2020-01-07,265.43,258.73,266.61,257.48,259.03,10240.84,3502475696.4,-100.28,-0.04,WIND
RB2001.SHF,2020-01-07,3138.44,3138.44,3179.37,3113.89,3149.36,1100910.07,3812571.04,3279.8,-0.04,WIND
RB2002.SHF,2020-01-07,4759.23,4799.1,4841.82,4759.23,4813.34,304.75,1030.27,4622.52,0.04,WIND
RB2005.SHF,2020-01-07,3191.28,3192.22,3224.44,3172.33,3201.7,136171.2,460220.51,3106.48,0.03,WIND
RB2007.SHF,2020-01-07,3020.52,3028.65,3053.97,3003.34,3036.79,159.12,534.51,2927.65,0.03,WIND
RB2003.SHF,2020-01-07,4191.98,4182.02,4219.35,4182.02,4203.18,72.17,243.8,4354.91,-0.04,WIND
RB2004.SHF,2020-01-07,2986.45,2991.72,3000.5,2982.06,2989.08,17.56,59.79,3017.97,-0.01,WIND
RB2009.SHF,2020-01-07,3438.87,3448.13,3483.13,3428.58,3465.63,156.45,526.85,3443.66,0.0,WIND
000905.SH,2020-01-08,2609.39,2592.97,2619.55,2589.25,0.0,39387892.24,38441089.21,2608.88,-0.01,WIND
600030.SH,2020-01-08,18.76,18.5,18.87,18.5,0.0,695578.74,1488379.84,18.43,0.0,WIND
AU9999.SGE,2020-01-08,260.73,254.15,261.89,252.93,254.45,10059.58,3440481876.57,-330.07,-0.02,WIND
RB2001.SHF,2020-01-08,3230.08,3230.08,3272.2,3204.81,3241.32,1133056.65,3923898.11,3138.44,0.03,WIND
RB2002.SHF,2020-01-08,4804.44,4844.69,4887.82,4804.44,4859.07,307.65,1040.06,4799.1,0.01,WIND
RB2003.SHF,2020-01-08,4046.52,4036.91,4072.94,4036.91,4057.33,69.66,235.34,4182.02,-0.03,WIND
RB2004.SHF,2020-01-08,3015.42,3020.74,3029.6,3010.99,3018.08,17.73,60.37,2991.72,0.01,WIND
RB2005.SHF,2020-01-08,3161.28,3162.22,3194.13,3142.51,3171.6,134891.19,455894.44,3192.22,-0.01,WIND
RB2007.SHF,2020-01-08,3083.64,3091.95,3117.79,3066.11,3100.26,162.44,545.68,3028.65,0.02,WIND
RB2009.SHF,2020-01-08,3279.65,3288.49,3321.86,3269.83,3305.17,149.21,502.46,3448.13,-0.05,WIND
000905.SH,2020-01-09,2509.45,2493.66,2519.23,2490.09,0.0,37879335.97,36968795.5,2592.97,-0.04,WIND
600030.SH,2020-01-09,18.39,18.13,18.5,18.13,0.0,681945.4,1459207.59,18.5,-0.02,WIND
AU9999.SGE,2020-01-09,248.55,242.28,249.66,241.11,242.57,9589.8,3279811372.93,-66.02,-0.05,WIND
RB2005.SHF,2020-01-09,3227.03,3227.99,3260.57,3207.87,3237.57,137696.93,465377.04,3162.22,0.02,WIND
RB2007.SHF,2020-01-09,3104.92,3113.29,3139.31,3087.26,3121.65,163.56,549.45,3091.95,0.01,WIND
RB2001.SHF,2020-01-09,3368.98,3368.98,3412.91,3342.62,3380.69,1181778.08,4092625.73,3230.08,0.04,WIND
RB2002.SHF,2020-01-09,4784.26,4824.34,4867.29,4784.26,4838.66,306.35,1035.69,4844.69,-0.0,WIND
RB2003.SHF,2020-01-09,4078.89,4069.2,4105.52,4069.2,4089.78,70.22,237.22,4036.91,0.01,WIND
RB2004.SHF,2020-01-09,3160.16,3165.73,3175.02,3155.51,3162.94,18.58,63.26,3020.74,0.05,WIND
RB2009.SHF,2020-01-09,3292.77,3301.64,3335.15,3282.91,3318.39,149.81,504.47,3288.49,0.0,WIND
000905.SH,2020-01-10,2433.92,2418.6,2443.4,2415.13,0.0,36739167.95,35856034.75,2493.66,-0.03,WIND
600030.SH,2020-01-10,17.83,17.58,17.94,17.58,0.0,661214.26,1414847.68,18.13,-0.03,WIND
AU9999.SGE,2020-01-10,254.24,247.83,255.38,246.64,248.12,9809.4,3354919053.37,75.33,0.02,WIND
RB2001.SHF,2020-01-10,3332.59,3332.59,3376.05,3306.52,3344.18,1169014.88,4048425.37,3368.98,-0.01,WIND
RB2002.SHF,2020-01-10,4655.08,4694.09,4735.87,4655.08,4708.01,298.08,1007.72,4824.34,-0.03,WIND
RB2003.SHF,2020-01-10,4210.23,4200.23,4237.72,4200.23,4221.48,72.48,244.86,4069.2,0.03,WIND
RB2004.SHF,2020-01-10,3072.62,3078.04,3087.07,3068.11,3075.33,18.06,61.51,3165.73,-0.03,WIND
RB2005.SHF,2020-01-10,3100.21,3101.13,3132.43,3081.8,3110.34,132285.44,447087.72,3227.99,-0.04,WIND
RB2007.SHF,2020-01-10,3075.73,3084.02,3109.8,3058.24,3092.31,162.03,544.28,3113.29,-0.01,WIND
RB2009.SHF,2020-01-10,3153.48,3161.98,3194.07,3144.05,3178.03,143.47,483.13,3301.64,-0.04,WIND
000905.SH,2020-01-13,2502.8,2487.05,2512.54,2483.48,0.0,37778886.41,36870760.54,2418.6,0.03,WIND
600030.SH,2020-01-13,17.18,16.94,17.28,16.94,0.0,637013.81,1363064.26,17.58,-0.04,WIND
AU9999.SGE,2020-01-13,241.81,235.71,242.89,234.57,235.99,9329.72,3190863511.66,-60.59,-0.05,WIND
RB2003.SHF,2020-01-13,4182.02,4172.09,4209.33,4172.09,4193.19,72.0,243.22,4200.23,-0.01,WIND
RB2004.SHF,2020-01-13,2965.69,2970.93,2979.64,2961.34,2968.31,17.44,59.37,3078.04,-0.03,WIND
RB2001.SHF,2020-01-13,3397.58,3397.58,3441.88,3371.0,3409.39,1191810.67,4127369.66,3332.59,0.02,WIND
RB2002.SHF,2020-01-13,4818.94,4859.32,4902.58,4818.94,4873.74,308.57,1043.2,4694.09,0.04,WIND
RB2005.SHF,2020-01-13,3103.93,3104.85,3136.19,3085.5,3114.07,132444.18,447624.23,3101.13,0.0,WIND
RB2007.SHF,2020-01-13,3066.51,3074.77,3100.47,3049.07,3083.03,161.54,542.65,3084.02,-0.0,WIND
RB2009.SHF,2020-01-13,3262.28,3271.07,3304.27,3252.52,3287.67,148.42,499.8,3161.98,0.03,WIND
000905.SH,2020-01-14,2583.39,2567.13,2593.45,2563.45,0.0,38995366.55,38057999.03,2487.05,0.03,WIND
600030.SH,2020-01-14,17.53,17.28,17.63,17.28,0.0,649881.49,1390598.16,16.94,0.02,WIND
AU9999.SGE,2020-01-14,249.04,242.76,250.15,241.59,243.04,9608.68,3286270330.66,60.84,0.03,WIND
RB2003.SHF,2020-01-14,4303.72,4293.5,4331.82,4293.5,4315.21,74.09,250.3,4172.09,0.03,WIND
RB2004.SHF,2020-01-14,2886.51,2891.6,2900.09,2882.27,2889.06,16.97,57.79,2970.93,-0.03,WIND
RB2001.SHF,2020-01-14,3375.15,3375.15,3419.17,3348.75,3386.89,1183944.72,4100129.02,3397.58,-0.01,WIND
RB2002.SHF,2020-01-14,4594.86,4633.36,4674.61,4594.86,4647.11,294.23,994.69,4859.32,-0.05,WIND
RB2005.SHF,2020-01-14,3062.34,3063.25,3094.16,3044.15,3072.34,130669.43,441626.06,3104.85,-0.01,WIND
RB2007.SHF,2020-01-14,3152.06,3160.55,3186.97,3134.14,3169.05,166.05,557.79,3074.77,0.03,WIND
RB2009.SHF,2020-01-14,3205.19,3213.82,3246.44,3195.6,3230.13,145.82,491.05,3271.07,-0.02,WIND
000905.SH,2020-01-15,2661.66,2644.91,2672.03,2641.12,0.0,40176926.16,39211156.4,2567.13,0.03,WIND
600030.SH,2020-01-15,17.75,17.5,17.86,17.5,0.0,658264.96,1408536.87,17.28,0.01,WIND
AU9999.SGE,2020-01-15,244.16,238.0,245.25,236.85,238.28,9420.35,3221859432.18,-247.92,-0.02,WIND
RB2001.SHF,2020-01-15,3339.72,3339.72,3383.26,3313.59,3351.33,1171513.3,4057077.67,3375.15,-0.01,WIND
RB2002.SHF,2020-01-15,4565.46,4603.71,4644.69,4565.46,4617.37,292.34,988.32,4633.36,-0.01,WIND
RB2005.SHF,2020-01-15,3082.86,3083.77,3114.89,3064.55,3092.92,131544.91,444584.96,3063.25,0.01,WIND
RB2007.SHF,2020-01-15,3285.4,3294.25,3321.78,3266.71,3303.1,173.07,581.38,3160.55,0.04,WIND
RB2003.SHF,2020-01-15,4317.92,4307.67,4346.12,4307.67,4329.45,74.34,251.12,4293.5,0.0,WIND
RB2004.SHF,2020-01-15,2866.31,2871.36,2879.79,2862.09,2868.83,16.85,57.38,2891.6,-0.01,WIND
RB2009.SHF,2020-01-15,3225.38,3234.07,3266.9,3215.73,3250.48,146.74,494.15,3213.82,0.01,WIND
000905.SH,2020-01-16,2644.63,2627.98,2654.93,2624.22,0.0,39919793.83,38960204.99,2644.91,-0.01,WIND
600030.SH,2020-01-16,16.95,16.71,17.05,16.71,0.0,628511.39,1344871.01,17.5,-0.05,WIND
AU9999.SGE,2020-01-16,232.59,226.72,233.62,225.63,226.99,8973.83,3069143295.1,-60.62,-0.05,WIND
RB2003.SHF,2020-01-16,4387.87,4377.45,4416.52,4377.45,4399.59,75.54,255.19,4307.67,0.02,WIND
RB2004.SHF,2020-01-16,2727.86,2732.67,2740.69,2723.85,2730.27,16.04,54.61,2871.36,-0.05,WIND
RB2001.SHF,2020-01-16,3310.99,3310.99,3354.17,3285.09,3322.51,1161438.29,4022186.8,3339.72,-0.01,WIND
RB2002.SHF,2020-01-16,4694.66,4733.99,4776.13,4694.66,4748.04,300.62,1016.29,4603.71,0.03,WIND
RB2005.SHF,2020-01-16,3117.08,3118.0,3149.47,3098.56,3127.26,133005.06,449519.85,3083.77,0.01,WIND
RB2007.SHF,2020-01-16,3396.11,3405.26,3433.72,3376.8,3414.41,178.9,600.98,3294.25,0.03,WIND
RB2009.SHF,2020-01-16,3071.85,3080.13,3111.39,3062.66,3095.76,139.76,470.62,3234.07,-0.05,WIND
000905.SH,2020-01-17,2757.55,2740.2,2768.29,2736.27,0.0,41624369.02,40623805.75,2627.98,0.04,WIND
600030.SH,2020-01-17,17.02,16.79,17.13,16.79,0.0,631276.84,1350788.44,16.71,0.0,WIND
AU9999.SGE,2020-01-17,221.21,215.63,222.2,214.59,215.89,8535.01,2919062187.97,-55.43,-0.05,WIND
RB2003.SHF,2020-01-17,4186.9,4176.96,4214.25,4176.96,4198.09,72.08,243.5,4377.45,-0.05,WIND
RB2004.SHF,2020-01-17,2751.32,2756.17,2764.26,2747.28,2753.75,16.18,55.08,2732.67,0.01,WIND
RB2001.SHF,2020-01-17,3179.22,3179.22,3220.67,3154.34,3190.27,1115213.04,3862103.77,3310.99,-0.04,WIND
RB2002.SHF,2020-01-17,4783.39,4823.46,4866.4,4783.39,4837.78,306.3,1035.5,4733.99,0.02,WIND
RB2005.SHF,2020-01-17,3217.44,3218.4,3250.88,3198.34,3227.95,137287.83,463994.39,3118.0,0.03,WIND
RB2007.SHF,2020-01-17,3491.88,3501.29,3530.56,3472.03,3510.7,183.95,617.92,3405.26,0.03,WIND
RB2009.SHF,2020-01-17,3052.19,3060.42,3091.48,3043.06,3075.95,138.86,467.61,3080.13,-0.01,WIND
000905.SH,2020-01-20,2793.4,2775.82,2804.28,2771.85,0.0,42165485.82,41151915.22,2740.2,0.01,WIND
600030.SH,2020-01-20,17.83,17.58,17.94,17.58,0.0,661262.49,1414950.89,16.79,0.05,WIND
AU9999.SGE,2020-01-20,217.81,212.31,218.78,211.29,212.56,8403.57,2874108630.27,-393.17,-0.02,WIND
RB2001.SHF,2020-01-20,3182.08,3182.08,3223.57,3157.18,3193.14,1116216.73,3865579.66,3179.22,0.0,WIND
RB2002.SHF,2020-01-20,4850.83,4891.47,4935.02,4850.83,4905.99,310.62,1050.1,4823.46,0.01,WIND
RB2003.SHF,2020-01-20,4326.75,4316.47,4355.0,4316.47,4338.31,74.49,251.64,4176.96,0.03,WIND
RB2004.SHF,2020-01-20,2876.51,2881.58,2890.04,2872.28,2879.04,16.91,57.59,2756.17,0.05,WIND
RB2005.SHF,2020-01-20,3173.69,3174.63,3206.67,3154.84,3184.05,135420.71,457684.07,3218.4,-0.01,WIND
RB2007.SHF,2020-01-20,3651.46,3661.3,3691.9,3630.7,3671.14,192.35,646.16,3501.29,0.05,WIND
RB2009.SHF,2020-01-20,3152.92,3161.41,3193.5,3143.48,3177.45,143.44,483.04,3060.42,0.03,WIND
000905.SH,2020-01-21,2674.4,2657.57,2684.82,2653.77,0.0,40369236.13,39398843.63,2775.82,-0.04,WIND
600030.SH,2020-01-21,18.5,18.25,18.62,18.25,0.0,686192.08,1468294.54,17.58,0.04,WIND
AU9999.SGE,2020-01-21,216.24,210.78,217.2,209.77,211.03,8343.06,2853415048.13,752.8,-0.01,WIND
RB2001.SHF,2020-01-21,3224.72,3224.72,3266.77,3199.49,3235.93,1131174.04,3917378.43,3182.08,0.01,WIND
RB2002.SHF,2020-01-21,4625.75,4664.51,4706.03,4625.75,4678.35,296.2,1001.37,4891.47,-0.05,WIND
RB2003.SHF,2020-01-21,4254.49,4244.39,4282.27,4244.39,4265.86,73.24,247.43,4316.47,-0.02,WIND
RB2004.SHF,2020-01-21,2901.82,2906.94,2915.47,2897.56,2904.38,17.06,58.09,2881.58,0.01,WIND
RB2005.SHF,2020-01-21,3247.63,3248.6,3281.38,3228.35,3258.24,138576.01,468348.11,3174.63,0.02,WIND
RB2007.SHF,2020-01-21,3747.13,3757.23,3788.63,3725.82,3767.32,197.39,663.09,3661.3,0.03,WIND
RB2009.SHF,2020-01-21,3098.69,3107.03,3138.57,3089.41,3122.8,140.98,474.74,3161.41,-0.02,WIND
000905.SH,2020-01-22,2541.75,2525.76,2551.65,2522.14,0.0,38366922.01,37444660.99,2657.57,-0.05,WIND
600030.SH,2020-01-22,18.86,18.6,18.97,18.6,0.0,699366.97,1496485.79,18.25,0.02,WIND
AU9999.SGE,2020-01-22,211.46,206.13,212.4,205.13,206.37,8158.68,2790354575.57,-170.35,-0.02,WIND
RB2003.SHF,2020-01-22,4445.09,4434.54,4474.12,4434.54,4456.97,76.53,258.52,4244.39,0.04,WIND
RB2004.SHF,2020-01-22,2845.24,2850.25,2858.62,2841.05,2847.74,16.73,56.96,2906.94,-0.02,WIND
RB2005.SHF,2020-01-22,3372.67,3373.67,3407.72,3352.64,3383.68,143911.19,486379.51,3248.6,0.04,WIND
RB2007.SHF,2020-01-22,3768.86,3779.02,3810.6,3747.43,3789.17,198.54,666.94,3757.23,0.01,WIND
RB2001.SHF,2020-01-22,3166.03,3166.03,3207.31,3141.26,3177.04,1110586.67,3846082.14,3224.72,-0.02,WIND
RB2002.SHF,2020-01-22,4409.73,4446.68,4486.26,4409.73,4459.87,282.37,954.61,4664.51,-0.05,WIND
RB2009.SHF,2020-01-22,3079.48,3087.77,3119.11,3070.26,3103.44,140.1,471.79,3107.03,-0.01,WIND
000905.SH,2020-01-23,2603.52,2587.13,2613.66,2583.43,0.0,39299238.22,38354566.25,2525.76,0.02,WIND
600030.SH,2020-01-23,18.52,18.26,18.64,18.26,0.0,686918.24,1469848.34,18.6,-0.02,WIND
AU9999.SGE,2020-01-23,204.76,199.59,205.67,198.63,199.83,7900.05,2701900335.52,-91.98,-0.03,WIND
RB2003.SHF,2020-01-23,4409.98,4399.5,4438.77,4399.5,4421.76,75.92,256.48,4434.54,-0.01,WIND
RB2004.SHF,2020-01-23,2931.45,2936.62,2945.23,2927.14,2934.03,17.23,58.69,2850.25,0.03,WIND
RB2001.SHF,2020-01-23,3215.42,3215.42,3257.35,3190.26,3226.6,1127911.82,3906081.02,3166.03,0.02,WIND
RB2002.SHF,2020-01-23,4488.22,4525.83,4566.12,4488.22,4539.26,287.4,971.6,4446.68,0.02,WIND
RB2005.SHF,2020-01-23,3357.83,3358.83,3392.72,3337.89,3368.8,143277.98,484239.44,3373.67,-0.0,WIND
RB2007.SHF,2020-01-23,3685.57,3695.5,3726.39,3664.61,3705.43,194.15,652.2,3779.02,-0.02,WIND
RB2009.SHF,2020-01-23,2939.05,2946.97,2976.88,2930.25,2961.92,133.71,450.28,3087.77,-0.05,WIND
000905.SH,2020-01-24,2627.21,2610.68,2637.44,2606.94,0.0,39656861.29,38703592.8,2587.13,0.01,WIND
600030.SH,2020-01-24,18.99,18.73,19.11,18.73,0.0,704365.96,1507182.49,18.26,0.03,WIND
AU9999.SGE,2020-01-24,212.52,207.16,213.46,206.16,207.4,8199.46,2804302358.24,43.25,0.04,WIND
RB2003.SHF,2020-01-24,4581.52,4570.64,4611.44,4570.64,4593.76,78.87,266.45,4399.5,0.04,WIND
RB2004.SHF,2020-01-24,2925.0,2930.16,2938.75,2920.7,2927.58,17.2,58.56,2936.62,-0.0,WIND
RB2001.SHF,2020-01-24,3289.05,3289.05,3331.94,3263.32,3300.49,1153741.0,3995530.28,3215.42,0.02,WIND
RB2002.SHF,2020-01-24,4358.51,4395.03,4434.16,4358.51,4408.07,279.09,943.52,4525.83,-0.03,WIND
RB2005.SHF,2020-01-24,3280.26,3281.24,3314.35,3260.78,3290.98,139968.26,473053.51,3358.83,-0.02,WIND
RB2007.SHF,2020-01-24,3778.08,3788.26,3819.92,3756.6,3798.44,199.02,668.57,3695.5,0.03,WIND
RB2009.SHF,2020-01-24,2966.68,2974.67,3004.86,2957.8,2989.77,134.97,454.51,2946.97,0.01,WIND
000905.SH,2020-01-27,2546.55,2530.53,2556.47,2526.9,0.0,38439395.65,37515392.51,2610.68,-0.03,WIND
600030.SH,2020-01-27,18.57,18.31,18.69,18.31,0.0,688799.48,1473873.76,18.73,-0.02,WIND
AU9999.SGE,2020-01-27,203.95,198.81,204.86,197.85,199.04,7869.03,2691288973.2,-65.61,-0.04,WIND
RB2001.SHF,2020-01-27,3372.26,3372.26,3416.24,3345.88,3383.99,1182930.65,4096617.19,3289.05,0.03,WIND
RB2002.SHF,2020-01-27,4279.19,4315.04,4353.45,4279.19,4327.85,274.01,926.35,4395.03,-0.02,WIND
